Local time,Napięcie wyjściowe panela słonecznego (V),Napięcie baterii (V),Temperatura powietrza min. (°C),Temperatura powietrza max. (°C),Temperatura powietrza średnia (°C),Wilgotność względna powietrza min. (%),Wilgotność względna powietrza max. (%),Wilgotność względna powietrza średnia (%),Ciśnienie atmosferyczne (hPa),Punkt rosy (°C),Intensywność deszczu (l/m²),Opad deszczu (l/m²),Wilgotność gleby 15 cm (%),Wilgotność gleby 30 cm (%),Wilgotność gleby 15 cm (%),Temperatura gleby 15 cm (°C),Temperatura gleby 30 cm (°C),Temperatura gleby 15 cm (°C)
2026-05-30 03:00:00,0,13,8.68,9.37,8.9,77.59,80.26,79.1,1016.5,5.5,,0,30.6,70.2,43.5,16.9,17.3,15
2026-05-30 02:00:00,0,13.1,9.47,10.19,9.8,74.56,77.33,75.5,1016.8,5.7,,0,30.8,69.9,43.4,17.2,17.8,15
2026-05-30 01:00:00,0,13.1,10.13,10.56,10.3,74.29,76.45,75.4,1017.4,6.2,,0,31,70.1,44,17.5,18.3,15
2026-05-30 00:00:00,0,13.1,10.74,11.59,11.1,69.48,73.67,71.6,1018,6.2,,0,31.4,70.2,44.3,17.8,18.9,15
2026-05-29 23:00:00,0,13.1,11.93,13.15,12.5,63.1,67.88,65.6,1018.4,6.2,,0,31.8,70.5,44.6,18.1,19.5,15
2026-05-29 22:00:00,0,13.1,13.47,15.64,14.5,55.41,63.11,59.3,1018.6,6.6,,0,32.4,70.6,45,18.3,20,15
2026-05-29 21:00:00,0.2,13.2,15.95,18.23,17.1,44.1,53.26,48.1,1018.7,6,,0,32.9,70.6,45.6,18.5,20.7,15
2026-05-29 20:00:00,2.3,13.4,18.79,20.62,19.8,36.34,41.73,38.8,1018.8,5.4,,0,34.1,70.5,46.1,18.6,21.2,15
2026-05-29 19:00:00,7.8,13.9,20.76,21.49,21.1,33.59,35.62,34.4,1019.1,4.8,,0,34.2,70.9,46.6,18.6,21.7,15
2026-05-29 18:00:00,14.5,14,21.59,21.98,21.8,34.24,35.55,35,1019.4,5.7,,0,35,70.8,46.7,18.4,22.1,15
2026-05-29 17:00:00,19.4,14,22.12,23.63,22.8,31.54,34.78,33.1,1019.8,5.7,,0,36.3,70.5,47.1,17.9,22,14.5
2026-05-29 16:00:00,21.5,14,23.58,23.79,23.7,30.76,32.51,31.6,1020.3,5.8,,0,36.9,70.2,47.3,17.4,21.4,14
2026-05-29 15:00:00,21.4,14,22.42,23.81,23.3,31.12,33.55,32.1,1020.9,5.7,,0,36.9,69.8,47.3,16.7,20.5,14
2026-05-29 14:00:00,21.3,14,22.29,23.59,22.9,31.91,33.97,32.7,1021.5,5.7,,0,37,69.5,47.5,16,19.2,14
2026-05-29 13:00:00,20.2,14,21.11,22.51,22,31.9,35.01,33.1,1022,5.1,,0,37.3,69.4,47.5,15.3,17.7,14
2026-05-29 12:00:00,18.2,14,20.82,21.57,21.3,33.22,34.42,33.6,1022.5,4.6,,0,37.1,69.4,47.8,14.7,16.2,14
2026-05-29 11:00:00,16.5,14,19.03,20.98,19.9,33.55,38.02,36,1022.9,4.4,,0,36.9,69.4,48,14.5,15.1,14
2026-05-29 10:00:00,16.8,14,18,19.57,18.7,36.08,38.19,37.2,1023.5,3.8,,0,35.7,69.6,48,14.4,14.6,14
2026-05-29 09:00:00,16.7,14,16.41,17.76,17.1,37.9,44.49,42.5,1024,4.2,,0,33.8,69.8,47.8,14.5,14.4,14
2026-05-29 08:00:00,14.4,13.9,14.93,16.5,15.7,47.69,51.48,49.4,1024.1,5.1,,0,32.6,69.8,48,14.6,14.4,14
2026-05-29 07:00:00,12.9,13.7,12.54,14.58,13.5,53.9,58.52,56.4,1024.1,5,,0,32.5,70,48.4,14.8,14.5,14
2026-05-29 06:00:00,9.5,13.2,7.43,12.07,10.3,60.5,81.5,67.6,1024,4.4,,0,32.5,70.2,48.5,15.1,14.7,14
2026-05-29 05:00:00,5.3,13,4.96,6.9,5.8,83.65,86.67,85.6,1024,3.6,,0,32.9,69.5,47.9,15.4,15.1,14.3
2026-05-29 04:00:00,1.2,13,5,5.37,5.1,85.36,86.29,86,1024.1,3,,0,33.2,69.5,48.1,15.7,15.5,15
2026-05-29 03:00:00,0,13,5.37,5.72,5.6,83.9,85.36,84.6,1024.1,3.2,,0,33.3,70,48.5,16,15.9,15
2026-05-29 02:00:00,0,13,5.89,6.47,6.2,82.01,84.01,83,1024,3.5,,0,33.3,70.2,49,16.3,16.4,15
2026-05-29 01:00:00,0,13.1,6.6,7.33,7,77.69,81.71,79.5,1023.8,3.7,,0,33.1,70.4,49.2,16.6,16.9,15
2026-05-29 00:00:00,0,13.1,7.63,8.73,8.1,70.6,76.01,73.4,1023.5,3.7,,0,33.1,70.6,49.5,16.9,17.4,15
2026-05-28 23:00:00,0,13.1,8.9,10.42,9.6,63.98,69.57,66.9,1023.3,3.7,,0,33.9,70.6,50.1,17.2,17.9,15
2026-05-28 22:00:00,0,13.1,10.75,12.47,11.6,54.11,63.49,58.6,1023,3.7,,0,34.5,70.9,50.3,17.4,18.4,15
2026-05-28 21:00:00,0.2,13.2,12.92,14.32,13.7,46.45,52.42,49.3,1022.2,3.2,,0,35.8,71,50.6,17.6,18.9,15
2026-05-28 20:00:00,2.4,13.4,14.73,16.61,15.8,38.53,44.37,41,1021.2,2.6,,0,37.3,71,50.9,17.8,19.4,15
2026-05-28 19:00:00,5.8,13.8,16.88,17.59,17.2,36.22,38.5,37.2,1020.7,2.4,,0,38,71,51.4,17.8,19.8,15
2026-05-28 18:00:00,12.8,14,17.5,18.43,18.1,33.35,35.86,34.6,1020.5,2.3,,0,38.8,71,51.8,17.8,20.1,15
2026-05-28 17:00:00,17.6,14,18.59,19.67,19.1,31.12,33.85,33.1,1020.5,2.5,,0,39.3,71,51.8,17.7,20,15
2026-05-28 16:00:00,20.6,14,17.99,21.31,19.2,29.88,37.8,34.9,1020.6,3.3,,0,39.6,70.8,52.4,17.4,19.9,15
2026-05-28 15:00:00,19.2,14,18.1,19.78,18.7,36.5,38.76,37.8,1020.8,4,,0,40,70.9,52.4,17.1,19.6,15
2026-05-28 14:00:00,20.9,14,17.87,20.84,19.4,35.83,40.98,38.2,1020.8,4.8,,0,40.3,71.3,53.1,16.7,18.9,15
2026-05-28 13:00:00,19.5,14,17.49,19.97,18.5,38.74,43.45,41.2,1020.9,5.1,,0,39.9,71.2,53.1,16.3,18.2,15
2026-05-28 12:00:00,19.7,14,17.89,20.29,18.7,39.8,42.31,41.5,1021.2,5.4,,0,41,71.3,53.5,16,17.1,15
2026-05-28 11:00:00,19.6,14,17.56,19.3,18.2,41.28,43.73,42.7,1021.4,5.4,,0,40.5,71.3,53.6,15.9,16.4,15
2026-05-28 10:00:00,15,14,15.38,18.51,17,44.13,51.85,47.1,1021.6,5.6,,0,39.9,71,53.4,15.9,16,15
2026-05-28 09:00:00,15.6,14,14.28,16.08,15.2,49.79,58.67,54.7,1021.5,6.1,,0,40.1,70.6,53.3,16,16,15
2026-05-28 08:00:00,15,14,12.43,14.05,13.2,61.65,65.69,63,1021.3,6.3,,0,39.6,71,53.2,16.2,16,15
2026-05-28 07:00:00,12.9,13.7,10.57,12.28,11.4,65.5,69.96,67.8,1021.1,5.6,,0,38.6,71,53.5,16.5,16.3,15
2026-05-28 06:00:00,9.6,13.2,9.59,10.36,10,69.14,71.7,70.3,1020.9,4.9,,0,39,71,53.7,16.8,16.6,15
2026-05-28 05:00:00,5,13,8.9,9.38,9.2,71.73,72.2,71.9,1020.6,4.4,,0,38.8,71.4,54.1,17.1,17,15.2
2026-05-28 04:00:00,1.2,13,8.75,9.19,9,70.22,71.59,70.8,1020.4,4,,0,39.2,71.4,54.2,17.4,17.4,16
2026-05-28 03:00:00,0,13,9.11,10.13,9.7,65.69,69.8,67.6,1020.3,4,,0,40.9,71.7,54.8,17.7,17.8,16
2026-05-28 02:00:00,0,13.1,10.2,11.08,10.6,60.91,65.53,63.4,1020.1,4,,0,41.1,72.2,55.2,18.1,18.3,16
2026-05-28 01:00:00,0,13.1,10.63,11.51,11.2,59.32,61.88,60.3,1019.9,3.8,,0,41.2,72.2,55.3,18.5,18.9,16
2026-05-28 00:00:00,0,13.1,10.56,11.74,11.2,57.89,63.8,60.9,1019.8,3.9,,0,41.6,72.4,55.8,18.8,19.5,16
2026-05-27 23:00:00,0,13.1,12.13,13.82,12.9,49.22,55.58,52.5,1019.6,3.4,,0,41.4,72.5,56.3,19.1,20.1,16
2026-05-27 22:00:00,0,13.1,14.18,15.61,15,43.67,48.01,45.5,1019.5,3.3,,0,41.5,72.9,56.7,19.4,20.8,16
2026-05-27 21:00:00,0.2,13.2,15.79,16.82,16.3,40.23,43,41.5,1019,3.2,,0,41.8,73.1,56.9,19.7,21.4,16
2026-05-27 20:00:00,2.3,13.4,17.08,18.08,17.6,37.42,39.75,38.5,1018,3.3,,0,42.3,73.1,57.1,19.9,22.2,16
2026-05-27 19:00:00,7.7,13.9,18.34,19.27,18.8,35.42,37.01,36.2,1017.5,3.6,,0,42.9,72.9,57.4,20,22.9,16
2026-05-27 18:00:00,15.1,14,19.57,20.33,20,32.82,35.82,34.7,1017.2,3.9,,0,43.7,72.9,57.8,20,23.5,16
2026-05-27 17:00:00,19.5,14,20.65,22.21,21.4,32,34.61,33,1016.9,4.5,,0,45.1,72.9,58.2,19.7,23.6,16
2026-05-27 16:00:00,22,14,21.92,22.86,22.5,31.05,32.93,32.2,1016.9,5.1,,0,45.5,72.8,59,19.3,23.2,15.2
2026-05-27 15:00:00,22,14,22.61,23.29,22.9,29.36,31.78,30.8,1017,4.8,,0,44.7,72.6,58.8,18.8,22.6,15
2026-05-27 14:00:00,21.9,14,22.49,23.62,23,29.41,32.33,31.4,1017.1,5.2,,0,44.7,72.5,58.8,18.2,21.5,15
2026-05-27 13:00:00,21.5,14,22.19,22.95,22.6,31.08,33.83,32.5,1017.1,5.3,,0,44.8,72.4,58.8,17.7,20.2,15
2026-05-27 12:00:00,18.9,14,21.66,22.72,22,32.12,35.02,34,1017.1,5.4,,0,45.4,72.3,58.9,17.4,19.1,15
2026-05-27 11:00:00,18.5,14,19.33,21.72,20.6,35.49,44.56,40.6,1017,6.7,,0,44.9,72.3,58.7,17.2,18.4,15
2026-05-27 10:00:00,19.4,14,19.41,21.01,20.6,38.15,41.35,39.5,1017,6.3,,0,44.6,72.2,59,17.2,18.2,15
2026-05-27 09:00:00,17.9,14,19.75,20.6,20.3,40.62,43.27,42.1,1017,7,,0,44.3,72.4,59.3,17.3,18.2,15
2026-05-27 08:00:00,14.5,13.9,18.61,19.94,19.3,44.5,65.68,58.6,1016.7,10.8,,0,44.7,72.5,59.3,17.3,18.2,15
2026-05-27 07:00:00,13,13.6,18.14,18.92,18.4,66.02,69.17,68.1,1016.6,12.4,,0,44.6,72.5,59.2,17.5,18.2,15
2026-05-27 06:00:00,9.1,13.2,18.14,18.24,18.2,69.93,73.3,71.7,1016.3,13,,0,44.7,72.8,59.3,17.6,18.4,15
2026-05-27 05:00:00,4.8,13.1,18.11,18.66,18.3,68.32,72.86,70.6,1016.1,12.9,,0,44.7,72.9,59.5,17.9,18.6,15.5
2026-05-27 04:00:00,1,13.1,19.03,19.92,19.5,64.27,67.52,65.8,1016,12.9,,0,44.8,72.9,59.7,18.1,18.9,16
2026-05-27 03:00:00,0,13.1,19.37,20.15,19.9,63.6,65.78,64.4,1016.3,13,,0,45,73,60,18.3,19.2,16
2026-05-27 02:00:00,0,13.1,19.13,19.38,19.3,66.59,67.58,67,1016.7,13,,0,44.7,73.3,60,18.5,19.6,16
2026-05-27 01:00:00,0,13.1,19.5,19.81,19.7,66.36,67.09,66.7,1017.1,13.3,,0,45,73.3,60.1,18.8,19.9,16
2026-05-27 00:00:00,0,13.1,19.54,20.11,19.8,64.17,66.83,65.7,1017.9,13.2,,0,45.1,73.3,60.4,19,20.4,16
2026-05-26 23:00:00,0,13.1,20.38,20.84,20.5,61.1,63.41,62.4,1018.8,13.1,,0,45.4,73.3,60.7,19.2,20.9,16
2026-05-26 22:00:00,0,13.2,21.03,21.93,21.4,57.88,60.37,59.2,1019.4,13.2,,0,46,73.6,60.8,19.4,21.3,16
2026-05-26 21:00:00,0.2,13.2,22.06,23.6,22.9,53.02,57.3,55.1,1019.9,13.4,,0,46.6,73.7,60.8,19.6,21.8,16
2026-05-26 20:00:00,2.1,13.4,23.97,24.61,24.2,49.15,52.16,50.7,1020.2,13.4,,0,47.3,73.7,61,19.7,22.3,16
2026-05-26 19:00:00,8.6,13.9,24.81,25.43,25.1,45.58,48.17,47,1020.5,13,,0,48.3,73.7,61.2,19.7,22.8,15.8
2026-05-26 18:00:00,15,14,25.7,26.18,26,43.37,45.42,44.3,1020.9,12.9,,0,49,73.5,61.2,19.6,23.2,15
2026-05-26 17:00:00,19,14,26.31,27.1,26.7,42.41,45.3,44,1021.4,13.4,,0,49.2,73.3,61.6,19.3,23.3,15
2026-05-26 16:00:00,20.9,14,27.07,28.11,27.5,40.43,43.41,41.6,1022,13.3,,0,41.2,72.9,62,18.8,22.9,15
2026-05-26 15:00:00,21.1,14,26.42,27.58,27,41.63,42.24,41.9,1022.6,13,,0,41.3,72.7,61.9,18.2,22.1,14.8
2026-05-26 14:00:00,21.6,14,25.93,26.72,26.3,42.09,45.09,43.2,1023.2,12.8,,0,41.5,72.5,61.8,17.5,21,14
2026-05-26 13:00:00,20.6,14,24.85,25.98,25.4,41.8,45.29,43.7,1023.9,12.1,,0,49.7,72.3,61.7,16.8,19.6,14
2026-05-26 12:00:00,18.8,14,23.97,24.96,24.6,40.45,45.24,42.5,1024.4,11,,0,49.5,72.2,61.7,16.3,18.2,14
2026-05-26 11:00:00,17.5,14,23.45,24.16,23.8,45.5,47.1,46.3,1024.8,11.6,,0,49.3,72.2,61.6,16,17.1,14
2026-05-26 10:00:00,16.5,14,21.2,22.84,22.2,48.69,54.6,50.3,1025.3,11.3,,0,49.3,72.2,61.5,15.9,16.7,14
2026-05-26 09:00:00,15.5,14,19.85,21.04,20.5,57.59,65.73,61.7,1025.6,12.9,,0,48.8,72.2,61.2,16,16.6,14
2026-05-26 08:00:00,14.4,13.9,18.15,19.82,19,66.43,70.33,69,1025.8,13.2,,0,49,72.4,61.8,16.1,16.6,14.3
2026-05-26 07:00:00,12.9,13.6,16.85,18.15,17.3,70.9,73.58,72.5,1026.1,12.3,,0,48.8,72.5,61.8,16.3,16.7,15
2026-05-26 06:00:00,9.4,13.2,15.38,16.72,16,73.44,77.88,75.5,1026.3,11.7,,0,49,72.7,61.6,16.6,16.9,15
2026-05-26 05:00:00,4.8,13.1,14.53,15.21,14.9,78.91,81.13,80.1,1026.2,11.5,Lekki deszcz,0.2,48.8,72.7,62,16.8,17.3,15
2026-05-26 04:00:00,1.1,13,13.81,14.63,14.2,80.72,84.05,82.2,1026.1,11.2,,0,49,72.9,62,17.1,17.6,15
2026-05-26 03:00:00,0,13.1,14.25,15.61,14.9,76.63,81.13,79.2,1026.4,11.3,,0,49,73.1,62,17.3,18,15
2026-05-26 02:00:00,0,13.1,15.89,17.49,16.7,69.93,74.82,72.2,1026.7,11.7,,0,49,73.3,62.4,17.6,18.4,15
2026-05-26 01:00:00,0,13.1,17.41,17.72,17.6,69.24,70.64,70,1026.9,12,,0,49,73.3,62.4,17.8,18.7,15
2026-05-26 00:00:00,0,13.1,17.5,18.31,18,67.32,70.36,68.7,1027.1,12.1,,0,49,73.5,62.4,18.1,19.2,15
2026-05-25 23:00:00,0,13.1,18.01,18.25,18.1,67.52,68.85,68.2,1027.3,12.2,,0,49.2,73.7,62.5,18.4,19.7,15
2026-05-25 22:00:00,0,13.2,18.25,19.84,19,61.48,67.76,64.5,1027.5,12.1,,0,49.5,73.7,62.4,18.6,20.2,15
2026-05-25 21:00:00,0.2,13.2,19.99,20.97,20.4,56.67,61.01,59,1027.6,12.2,,0,41.5,73.7,62.7,18.9,20.8,15
2026-05-25 20:00:00,2,13.3,21.36,22.26,21.8,51.72,55.15,53.3,1027.6,11.9,,0,0.5,73.7,62.7,19,21.4,15
2026-05-25 19:00:00,7,13.8,22.64,23.15,22.9,48.49,50.66,49.5,1027.5,11.8,,0,9.7,73.7,62.7,19.1,22,15
2026-05-25 18:00:00,14.3,14,23.26,24.14,23.7,43.5,47.2,45.5,1027.7,11.2,,0,52.7,73.7,62.8,19,22.5,15
2026-05-25 17:00:00,20,14,24.41,25.77,25,41.18,43.76,42.8,1028,11.5,Lekki deszcz,0.2,36.5,73.4,63.1,18.7,22.5,14.7
2026-05-25 16:00:00,21.5,14,25.32,26.28,25.7,40.51,43.27,41.7,1028.3,11.7,,0,45.3,73.1,63.4,18.2,22.1,14
2026-05-25 15:00:00,20.9,14,25.57,26.73,26.1,40.24,42.55,41.6,1028.5,12,,0,45.6,72.9,62.9,17.6,21.4,14
2026-05-25 14:00:00,21.4,14,24.06,25.63,25.2,43.96,48.6,45.2,1028.8,12.5,,0,37,72.6,62.7,16.8,20.2,14
2026-05-25 13:00:00,20.6,14,23.44,24.23,23.8,47.34,50.66,49.3,1029.1,12.6,,0,36.8,72.5,62.7,16,18.7,14
2026-05-25 12:00:00,18.9,14,22.09,23.84,22.8,47.49,53.28,50.7,1029.4,12.1,,0,3.1,72.3,62.8,15.5,17.2,14
2026-05-25 11:00:00,17.6,14,19.97,22.7,21.4,52.19,55.87,53.8,1029.7,11.6,,0,36.8,72.4,62.7,15.2,16.2,14
2026-05-25 10:00:00,16,14,18.71,20.45,20,55.24,60.25,57.6,1030,11.3,,0,52.9,72.2,62.6,15.1,15.7,14
2026-05-25 09:00:00,15.9,14,17.31,18.44,17.8,61.1,65.76,63.1,1030,10.7,,0,52.5,72.2,62.4,15.2,15.6,14
2026-05-25 08:00:00,14.4,13.9,14.69,17.38,15.8,68,73.83,70.7,1029.9,10.5,,0,52.5,72.5,62.8,15.4,15.7,14
2026-05-25 07:00:00,12.9,13.5,12.61,14.66,13.5,72.9,78.16,76.1,1029.9,9.4,,0,52.5,72.5,62.7,15.6,15.9,14
2026-05-25 06:00:00,7.2,13.1,11.93,12.58,12.3,77.7,78.54,78.1,1029.6,8.6,,0,52.5,72.5,62.8,15.9,16.2,14
2026-05-25 05:00:00,3.7,13,11.45,11.87,11.6,78.64,79.88,79.1,1029.1,8.2,,0,52.7,72.5,63.1,16.1,16.5,14
2026-05-25 04:00:00,0.9,13,11.65,12.61,12.1,73.97,78.3,76.2,1028.6,8,,0,52.5,72.9,63.1,16.4,16.9,14
2026-05-25 03:00:00,0,13.1,12.66,13.66,13.1,68.72,73.07,71.3,1028.4,8,,0,52.5,73.1,63.2,16.7,17.3,14.7
2026-05-25 02:00:00,0,13.1,13.7,14.84,14.2,64.91,68.21,66.8,1028,8.1,,0,52.5,73.3,63.3,16.9,17.8,15
2026-05-25 01:00:00,0,13.1,15.15,16.29,15.6,64.54,66.03,65,1027.6,9.1,,0,52.5,73.3,63.3,17.2,18.2,15
2026-05-25 00:00:00,0,13.1,16.27,17.79,17,64.26,66.27,65.2,1027.2,10.4,,0,52.5,73.6,63.5,17.4,18.6,15
2026-05-24 23:00:00,0,13.1,18.07,19.03,18.6,64.21,70.55,66.9,1026.6,12.3,,0,52.5,73.7,63.5,17.6,19,15
2026-05-24 22:00:00,0,13.2,18.8,19.65,19.3,73.8,86.56,80.5,1025.8,15.8,,0,52.8,73.7,63.5,17.8,19.4,15
2026-05-24 21:00:00,0.1,13.2,18.62,19.1,18.8,86.73,88.29,87.3,1025.2,16.7,,0,53.1,73.7,63.1,17.9,19.9,15
2026-05-24 20:00:00,2.3,13.5,19.36,20.24,19.9,83.19,85.47,84.3,1024.9,17.2,,0,45.3,73.7,63.3,18,20.2,15
2026-05-24 19:00:00,8.8,13.9,19.95,20.21,20.1,81.61,85.15,83,1024.8,17.1,,0,54.2,73.6,63.5,18,20.4,14.3
2026-05-24 18:00:00,10.7,13.9,20.09,20.33,20.2,82.91,88.41,84.7,1024.9,17.5,,0,54.7,73.6,63.5,17.9,20.6,14
2026-05-24 17:00:00,15.6,13.9,17.62,20.36,19.2,87.67,90.55,89.2,1025.1,17.4,,0,55.1,73.5,63.5,17.8,20.9,14
2026-05-24 16:00:00,9.5,13.8,17.28,27.94,23,47.45,89.47,65,1025,15.4,,0,56.1,73.3,63.7,17.5,20.8,14
2026-05-24 15:00:00,19.5,14,25.93,28.38,27.1,46.07,50.35,48.4,1024.9,15.2,,0,56.7,72.9,63.7,17,20.4,14
2026-05-24 14:00:00,17.9,14,25.88,27.14,26.6,45.59,49.37,47.5,1025,14.6,,0,48,72.8,63.7,16.4,19.8,13.5
2026-05-24 13:00:00,20.1,14,27.02,28.69,27.7,41.91,46.16,43.2,1025.3,14.1,,0,58.1,72.5,63.9,15.8,18.6,13
2026-05-24 12:00:00,19.1,14,26.27,27.64,27.1,41.74,44.42,43.3,1025.8,13.5,,0,57.5,72.5,63.9,15.2,17.3,13
2026-05-24 11:00:00,18.4,14,24.92,26.12,25.5,44.13,48.38,46.4,1026.4,13.2,,0,56.4,72.5,63.9,14.8,16.2,13
2026-05-24 10:00:00,18.7,14,23.29,25.08,24.3,49.81,57.66,53.7,1026.7,14.3,,0,56.3,72.5,63.7,14.7,15.6,13
2026-05-24 09:00:00,16.8,14,21.44,22.93,22.1,57.82,63.7,61.3,1026.9,14.3,,0,56.1,72.5,63.5,14.7,15.4,13
2026-05-24 08:00:00,14.4,13.9,19.47,20.96,20.2,63.85,66.9,65.9,1027,13.6,,0,55.7,72.5,63.7,14.8,15.3,13.7
2026-05-24 07:00:00,13.1,13.7,16.15,19.19,17.9,67.59,79.06,72,1027.2,12.7,,0,55.8,72.5,63.9,15,15.3,14
2026-05-24 06:00:00,9.6,13.2,11.21,15.54,13.2,83.36,90.52,87.7,1027.4,11.2,,0,55.7,72.6,63.7,15.2,15.5,14
2026-05-24 05:00:00,4.7,13,9.75,10.74,10.1,90.77,91.46,91.2,1027.3,8.7,,0,55.7,72.5,63.6,15.5,15.8,14
2026-05-24 04:00:00,1,13,9.58,9.92,9.7,90.98,91.34,91.2,1027.2,8.4,,0,56,72.7,63.7,15.8,16.2,14
2026-05-24 03:00:00,0,13,10.05,10.54,10.2,90.43,90.85,90.7,1027.1,8.8,,0,55.8,72.9,64.2,16.1,16.6,14
2026-05-24 02:00:00,0,13.1,10.37,10.95,10.7,89.32,90.33,89.9,1027.1,9.1,,0,55.7,73.1,64.3,16.4,17.1,14
2026-05-24 01:00:00,0,13.1,11.26,11.72,11.4,88.17,89.25,88.8,1027.1,9.7,,0,55.7,73.3,64.3,16.7,17.5,14
2026-05-24 00:00:00,0,13.1,11.77,12.51,12.1,86.9,88.29,87.5,1027.1,10.1,,0,55.7,73.6,64.3,17,18.1,14
2026-05-23 23:00:00,0,13.1,12.68,13.61,13.1,84.16,86.57,85.3,1027.3,10.7,,0,55.9,73.7,64.3,17.3,18.6,14
2026-05-23 22:00:00,0,13.1,13.73,15.11,14.4,78.37,83.44,81,1027,11.2,,0,56.1,73.7,64.4,17.5,19.2,14
2026-05-23 21:00:00,0.1,13.2,15.35,17.57,16.5,70.16,77.36,73.7,1026.5,11.8,,0,56.3,73.7,64.4,17.7,19.9,14
2026-05-23 20:00:00,1.9,13.4,17.97,20.15,19.1,62.09,69.53,65.8,1026.3,12.5,,0,56.7,73.9,64.4,17.9,20.4,14
2026-05-23 19:00:00,7.5,13.9,20.26,21.58,21,57.69,61.61,59.5,1026.2,12.8,,0,57.5,73.7,64.3,17.8,20.9,14
2026-05-23 18:00:00,15.9,14,21.79,22.64,22.1,53.12,56.83,55.5,1026.3,12.8,,0,58.5,73.7,64.4,17.7,21.2,14
2026-05-23 17:00:00,20,14,23.05,24.1,23.6,50.55,52.96,52.1,1026.6,13.2,,0,59.4,73.5,64.9,17.3,21,13.8
2026-05-23 16:00:00,19.8,14,24.3,25.76,24.8,48.7,50.77,49.7,1026.9,13.6,,0,59.5,73.3,65,16.8,20.6,13
2026-05-23 15:00:00,20.7,14,23.28,25.74,24.7,47.59,52.92,49.4,1027.2,13.4,,0,60,73,64.7,16.2,19.7,13
2026-05-23 14:00:00,20.8,14,23.23,24.92,24.3,48.49,54.73,50.5,1027.5,13.4,,0,59.2,72.9,64.6,15.6,18.8,13
2026-05-23 13:00:00,20.3,14,21.84,23.74,22.7,50.71,57.28,55.3,1027.9,13.3,,0,59.3,72.5,64.4,15,17.7,13
2026-05-23 12:00:00,19.7,14,20.42,22.29,21.5,57.36,64.96,60.8,1028.4,13.6,,0,59,72.5,64.3,14.6,16.6,13
2026-05-23 11:00:00,19.4,14,20.04,21.34,20.8,61.59,65.35,62.9,1028.6,13.5,,0,58.9,72.5,64.1,14.3,15.9,13
2026-05-23 10:00:00,19.5,14,18.1,20.24,19.2,64.53,69.58,67.1,1028.8,12.9,,0,58.9,72.2,63.9,14.1,15.4,13
2026-05-23 09:00:00,18.3,14,17.04,18.31,17.7,68.53,72.87,70.9,1029.1,12.4,,0,58.8,72.2,63.9,14.1,15,13
2026-05-23 08:00:00,15.6,14,15.98,17.35,16.8,72.58,76.83,74.5,1029.1,12.2,,0,58.8,72.3,64.1,14.1,14.7,13
2026-05-23 07:00:00,13.5,13.8,15.18,16.44,15.6,76.61,79.17,78.3,1029.1,11.9,,0,58.7,72.5,64.4,14.2,14.5,13
2026-05-23 06:00:00,10.1,13.3,10.16,14.58,12.1,82.44,90.88,87.9,1029.1,10.2,,0,58.8,72.5,64.4,14.5,14.8,13
2026-05-23 05:00:00,4.5,13.1,8.76,9.59,9.1,91.1,91.4,91.3,1028.8,7.8,,0,58.8,72.5,64.3,14.7,15.1,13
2026-05-23 04:00:00,1,13,8.79,8.99,8.9,90.5,91.28,91,1028.6,7.5,,0,58.7,72.5,64.3,15,15.4,13
2026-05-23 03:00:00,0,13.1,9.17,9.62,9.4,90.02,90.64,90.3,1028.6,7.9,,0,58.4,72.9,64.7,15.3,15.8,13.8
2026-05-23 02:00:00,0,13.1,9.63,10.08,9.8,88.83,89.85,89.4,1028.6,8.2,,0,58.4,72.9,64.7,15.6,16.2,14
2026-05-23 01:00:00,0,13.1,10.26,10.97,10.7,87.06,88.42,87.7,1028.7,8.7,,0,58.4,73.1,64.7,15.9,16.7,14
2026-05-23 00:00:00,0,13.1,11.01,12.2,11.6,83.78,86.47,85,1028.8,9.2,,0,58.2,73.3,64.7,16.2,17.2,14
2026-05-22 23:00:00,0,13.1,12.44,13.07,12.8,80.65,82.98,81.8,1028.8,9.8,,0,58.4,73.5,64.7,16.4,17.6,14
2026-05-22 22:00:00,0,13.2,13.33,15.13,14.2,72.3,79.01,75.7,1028.4,10,,0,58.4,73.7,65,16.7,18.2,14
2026-05-22 21:00:00,0.1,13.2,15.42,17.43,16.5,62.47,71.05,66.5,1027.8,10.2,,0,58.4,73.7,65,16.9,18.7,14
2026-05-22 20:00:00,2.2,13.5,17.42,18.83,18.1,54.5,61.86,58.3,1027.5,9.8,,0,58.5,73.7,65,17,19.2,14
2026-05-22 19:00:00,9.9,14,19.07,19.91,19.5,48.65,53,50.9,1027.3,9.1,,0,58.8,73.7,64.8,17.1,19.6,13.7
2026-05-22 18:00:00,15.9,14,19.89,20.83,20.3,46.63,48.68,47.6,1027.4,8.9,,0,59.5,73.7,64.8,16.9,19.9,13
2026-05-22 17:00:00,19.8,14,21.26,21.79,21.5,42.53,46.43,44.4,1027.4,8.9,,0,60.8,73.3,64.8,16.6,20,13
2026-05-22 16:00:00,20.7,14,21.78,23.21,22.5,38.78,43.52,41.5,1027.2,8.8,,0,62.3,73.3,65.4,16.2,19.7,13
2026-05-22 15:00:00,21.6,14,22.2,23.76,23.1,39.27,42.32,40.2,1027.3,8.9,,0,61.1,72.9,64.7,15.6,19,13
